"sales__|","sales__|__datetime","sales__|__burger","sales__|__species","burger_sales__Krusty Combo","burger_sales__Krusty Deluxe","burger_sales__Krabby Pattie","species_sales__leatherback turtle","species_sales__salmon","species_sales__seahorse","species_sales__coral","species_sales__giant clam","species_sales__gray whale","species_sales__sea lion","burger_by_species__|","burger_by_species__|__leatherback turtle","burger_by_species__|__salmon","burger_by_species__|__seahorse","burger_by_species__|__coral","burger_by_species__|__giant clam","burger_by_species__|__gray whale","burger_by_species__|__sea lion"
"qdoRdLM9jV","2019-04-08 11:22:51","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"oRfRHGEBAD","2019-04-08 11:24:08","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"oEECrc9JYN","2019-04-08 11:28:27","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"lUEEh0N5Uz","2019-04-08 11:29:41","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"HZk1tM2Qyh","2019-04-08 11:31:34","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"ILRqZ8NDVn","2019-04-08 11:33:50","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"2879Ua3ugZ","2019-04-08 11:35:44","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"FNFSEeS5Gs","2019-04-08 11:37:23","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"ze5JantWeg","2019-04-08 11:38:59","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"w3L6kEqKDq","2019-04-08 11:40:29","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"ZJEY1TSRuU","2019-04-08 11:42:01","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"pmTvkx2FP1","2019-04-08 11:43:48","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"m40OsDlj3I","2019-04-08 11:44:54","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"L76dhkoBCq","2019-04-08 11:46:04","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"CWbTT4laYT","2019-04-08 11:48:11","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"VFzazGeI1i","2019-04-08 11:49:38","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"f1pAqfQSkG","2019-04-08 11:50:44","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"x2J9fKZW17","2019-04-08 11:52:02","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"rehwz0TDri","2019-04-08 11:53:21","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ThonEfyAxb","2019-04-08 11:54:52","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"ElHMqSiqhh","2019-04-08 11:56:33","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"HUbjdtS80E","2019-04-08 11:58:45","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"huBMxaC6Xu","2019-04-08 11:59:54","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"nBokWgXXSg","2019-04-08 12:01:33","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"DEo6LJphQK","2019-04-08 12:02:47","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"hUUgIgJoPn","2019-04-08 12:04:07","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"Djl3lTrUOe","2019-04-08 12:05:38","Krusty Deluxe","coral","","","","","","","","","","","","","","","","","",""
"XBnwAqgsle","2019-04-08 12:06:58","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"UbHVpQMsyB","2019-04-08 12:09:01","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"h6y27bLg55","2019-04-08 12:10:15","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"XQ9GgpPD3s","2019-04-08 12:12:16","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"dKaw8VjtwD","2019-04-08 12:14:27","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"UA1VSx6QUQ","2019-04-08 12:17:05","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"CU8cSH6619","2019-04-08 12:19:21","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"8L77LwZsRk","2019-04-08 12:21:13","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"MrvoVmcz5V","2019-04-08 12:22:53","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"Zz5flPT3e6","2019-04-08 12:24:41","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"Mk5o6aLegw","2019-04-08 12:27:34","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"zudZG6XIuZ","2019-04-08 12:29:52","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"k3uAu2RXoX","2019-04-08 12:30:56","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"ULJVZR4wnR","2019-04-08 12:33:53","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"aoMGqjxj2z","2019-04-08 12:35:21","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"vTb2CUSX8j","2019-04-08 12:36:48","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"EDGH4wxmIe","2019-04-08 12:38:19","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"mWVKc5aeX4","2019-04-08 12:39:29","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"XcfOckoEdL","2019-04-08 12:40:45","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"XtUk7JNiWh","2019-04-08 12:42:19","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ATqiw7A6jD","2019-04-08 12:44:12","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"wv9mYWAdod","2019-04-08 12:45:38","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Ek8WusSdjM","2019-04-08 12:49:02","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"rBnQQfcIkj","2019-04-08 12:50:32","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"NXJV6GbjHu","2019-04-08 12:53:28","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"jtLkdN0GWC","2019-04-08 12:55:13","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"RJ7aTYHZZ0","2019-04-08 12:57:01","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"qzFmYBkxWD","2019-04-08 12:58:17","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"NnQxUOlnOm","2019-04-08 13:00:41","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Cc8zNqSZF3","2019-04-08 13:01:57","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"rhVqSZ2Mm0","2019-04-08 13:04:04","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"0iqvQlVS1J","2019-04-08 13:06:22","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"1X4F4PdPz8","2019-04-08 13:07:57","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"UKVtLYCTyK","2019-04-08 13:10:04","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"iZ5c53ZVoU","2019-04-08 13:12:24","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"JTz18YYyDZ","2019-04-08 13:14:22","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"6B0IgSwOB5","2019-04-08 13:15:23","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"wIdkdxUdCB","2019-04-08 13:16:33","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"aFz71IIuhK","2019-04-08 13:19:20","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"wAgn10nyWG","2019-04-08 13:21:42","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"W6e10HxGLy","2019-04-08 13:22:55","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"JECSpoCnQp","2019-04-08 13:24:20","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"ww11stbCYh","2019-04-08 13:25:50","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"teqzJIPwYd","2019-04-08 13:27:26","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"NQFar5ou8l","2019-04-08 13:28:29","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"C2QngVQ5l6","2019-04-08 13:29:38","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"PXJOqYygD9","2019-04-08 13:32:35","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"wm8CMM9B2I","2019-04-08 13:34:12","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"JqQfBLYDZr","2019-04-08 13:35:33","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"AgNjsFpNoo","2019-04-08 13:37:04","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"YUncyLzDpS","2019-04-08 13:38:35","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"1c0WW5povt","2019-04-08 13:39:52","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"qLeAEA3k8q","2019-04-08 13:41:16","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"L9VvSmeCXc","2019-04-08 13:42:58","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"lBxGvPk52Q","2019-04-08 13:44:01","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"GHAh0Ayhou","2019-04-08 13:45:59","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"DDFOot8r4b","2019-04-08 13:48:22","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"yel50J54VK","2019-04-08 13:50:22","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"edwWmRv8ha","2019-04-08 13:51:54","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"ybK6vqN3qc","2019-04-08 13:53:26","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"pbHQhgg9ch","2019-04-08 13:54:48","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"vvlyiwyhEP","2019-04-08 13:57:55","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"iYuVuoQZZt","2019-04-08 13:59:10","Krusty Combo","coral","","","","","","","","","","","","","","","","","",""
"Pu35eSWsIw","2019-04-08 14:00:47","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"EPFGwdjcov","2019-04-08 14:02:43","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"1DFUNqVQFl","2019-04-08 14:04:09","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"T45Kh260Ie","2019-04-08 14:06:10","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"WHk6G9SxnB","2019-04-08 14:07:33","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"tdqcytXg58","2019-04-08 14:08:43","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"9Jo2DumNLy","2019-04-08 14:10:44","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"onWdGWUCQH","2019-04-08 14:12:09","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"DgAhW11ohR","2019-04-08 14:13:21","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"KOivLjFSDv","2019-04-08 14:14:50","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"bCnxgFTaQW","2019-04-08 14:16:46","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"B4ANbMqeJX","2019-04-08 14:18:51","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"V8ntF0YWv5","2019-04-08 14:20:00","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"WKajlxTvzh","2019-04-08 14:21:06","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"jGciM25Dtr","2019-04-08 14:23:24","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"s26tzWTXEJ","2019-04-08 14:24:59","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"0MsGoEkJSd","2019-04-08 14:26:11","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"cxDRBcWqi1","2019-04-08 14:28:04","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"ff8YgS8QUw","2019-04-08 14:30:27","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"NR6oCrchQ7","2019-04-08 14:31:46","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"YMoS3mbOYl","2019-04-08 14:34:15","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"knXHJev6De","2019-04-08 14:35:49","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"gyzFLQdyxc","2019-04-08 14:36:58","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"9L17RXvj7z","2019-04-08 14:39:42","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"3LrfUhHB9l","2019-04-08 14:42:07","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"M0AljcIknZ","2019-04-08 14:44:54","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"YgANz4Ioau","2019-04-08 14:46:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"U8rdLqAAcm","2019-04-08 14:47:09","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"KUr14xzJbu","2019-04-08 14:50:42","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"q6i4GOJRPW","2019-04-08 14:53:33","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"RCiUDXg6G4","2019-04-08 14:54:36","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"ouJ1N9kMkp","2019-04-08 14:56:26","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"urvaYeShde","2019-04-08 14:58:17","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"pRtPnyPF5A","2019-04-08 14:59:48","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"VHsBNyum8e","2019-04-08 15:01:42","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"RHeNLINIsl","2019-04-08 15:04:00","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Zsrg6mbDv6","2019-04-08 15:06:01","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"Mo36kqWFDH","2019-04-08 15:07:57","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"uf0MzCkPAG","2019-04-08 15:09:19","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"bKwPhFqqho","2019-04-08 15:10:54","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"Ritj5UMAWn","2019-04-08 15:12:30","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"MviN9i5E67","2019-04-08 15:14:23","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"hcgrpXG8VD","2019-04-08 15:15:41","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"E9ZQj2LecZ","2019-04-08 15:18:14","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"dGTAiNLnoV","2019-04-08 15:20:07","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"FYONBzO25Z","2019-04-08 15:21:50","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"arlkeODmoL","2019-04-08 15:24:22","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"gT3z18KagM","2019-04-08 15:27:59","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Dh7u1w3xV2","2019-04-08 15:30:29","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"5KMzjdmy8Z","2019-04-08 15:33:02","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"FjveskM5zD","2019-04-08 15:34:42","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"HJCF22yoGP","2019-04-08 15:36:26","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"AKKohXNhMp","2019-04-08 15:39:20","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"4maCz0EYfD","2019-04-08 15:41:22","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"3I5IC7ipvK","2019-04-08 15:42:44","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"pSbcc8BZbj","2019-04-08 15:44:43","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"dvy15KJMVU","2019-04-08 15:46:12","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"W1a5VUfep9","2019-04-08 15:48:42","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"3KaCtffIUS","2019-04-08 15:50:11","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"OvgLL6fKRO","2019-04-08 15:51:22","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"4eEv85UGF9","2019-04-08 15:52:32","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Cr5TpZCrgs","2019-04-08 15:54:01","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ityZqNJKY4","2019-04-08 15:55:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"mactJiZqcT","2019-04-08 15:56:07","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"fQiWYSUgvx","2019-04-08 15:58:55","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"zKDxAXZpD3","2019-04-08 16:01:01","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"0LMMBTk5JN","2019-04-08 16:03:00","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"StU2IxTh85","2019-04-08 16:06:09","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"LUT98Gydly","2019-04-08 16:07:41","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"hD4XJDaoMV","2019-04-08 16:08:53","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"FS0Gsna9E9","2019-04-08 16:11:13","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"cbsKgJMLjI","2019-04-08 16:12:53","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"jbYdho6QJH","2019-04-08 16:14:50","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"OTRbuqTRTy","2019-04-08 16:16:18","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"sAYjOiNTLz","2019-04-08 16:17:40","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"ehMLQH71wl","2019-04-08 16:18:47","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"2QKsLcVPZW","2019-04-08 16:20:43","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"aBEXwLOuQn","2019-04-08 16:22:24","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"sDobLVxn8h","2019-04-08 16:25:09","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"E4j1pJoTQO","2019-04-08 16:26:24","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"GeBY5B0upP","2019-04-08 16:28:08","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"P2VeWPKt33","2019-04-08 16:31:21","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"CDybvHdaNv","2019-04-08 16:32:29","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"1LiSw3gg19","2019-04-08 16:35:15","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"ZX31P4y9jC","2019-04-08 16:37:07","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"tf4Mab91lB","2019-04-08 16:38:24","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"kR4M9AV3TL","2019-04-08 16:39:39","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"OmPRZbqUGo","2019-04-08 16:40:45","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"doL4TEHEMT","2019-04-08 16:42:53","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"JoN2tJIIw2","2019-04-08 16:44:07","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"yH7mbncnOM","2019-04-08 16:46:21","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"PkCSi9mazK","2019-04-08 16:48:19","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"1q5L37tndb","2019-04-08 16:50:06","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"KNGVEDAGSU","2019-04-08 16:51:07","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"NQ7qpQLntq","2019-04-08 16:53:48","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"mctE5Ixnbz","2019-04-08 16:55:43","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"moR50yh6Jv","2019-04-08 16:57:07","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"20uD9VoQhk","2019-04-08 16:58:29","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"422qRrOm2Y","2019-04-08 17:00:52","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"hCfwfNYDm8","2019-04-08 17:02:30","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"uwnPgsgnWB","2019-04-08 17:04:29","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"rgzpddCBId","2019-04-08 17:06:09","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"QF8BxFwktQ","2019-04-08 17:07:35","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"iR6Krr4pKK","2019-04-08 17:10:16","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"kX7kpSmjdu","2019-04-08 17:12:04","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"sol30pX2ic","2019-04-08 17:13:36","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"DcieYY0iw8","2019-04-08 17:14:47","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"25Mb4GSPPS","2019-04-08 17:16:28","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"HE2PXmByee","2019-04-08 17:17:42","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"DfZn69o8ts","2019-04-08 17:18:55","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"zAXjLBnt6V","2019-04-08 17:20:22","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"ggTF2WHJgm","2019-04-08 17:21:29","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"rpGAB2buvl","2019-04-08 17:22:42","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"GdDCG0i3Ky","2019-04-08 17:24:13","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"mvDAj7dqGY","2019-04-08 17:25:33","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"A74LqBnSmW","2019-04-08 17:27:49","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"Yl3d6KPHAU","2019-04-08 17:29:20","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"tcyeJhV5WZ","2019-04-08 17:31:24","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"v0DWEBZtKi","2019-04-08 17:33:22","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"xwkVk5JUzf","2019-04-08 17:35:21","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"VBROEizObt","2019-04-08 17:36:44","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"MACYDDwLee","2019-04-08 17:39:42","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"EMdaqah57c","2019-04-08 17:40:49","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"xXsQxb0HJT","2019-04-08 17:43:59","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"kyCCChz0st","2019-04-08 17:45:05","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"hCxyZQ3BFI","2019-04-08 17:46:34","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"7Cod2H3BIS","2019-04-08 17:47:58","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"NdP9ers015","2019-04-08 17:49:41","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"TfU5zGFThX","2019-04-08 17:50:43","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"lV5YZNWpUZ","2019-04-08 17:52:25","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"6otu0BpFWf","2019-04-08 17:57:10","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"lWhnR8GKs1","2019-04-08 17:58:20","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"TMnyd7gk5w","2019-04-08 17:59:44","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"NnzWweLGAN","2019-04-09 08:01:20","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"XT7frDCMQI","2019-04-09 08:03:38","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"YmeNCgpTf3","2019-04-09 08:05:11","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"ckpQZUKgtg","2019-04-09 08:06:36","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"qfve3HB6rZ","2019-04-09 08:09:21","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"FGjTqmfRhd","2019-04-09 08:11:00","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"wIsUr8f5F9","2019-04-09 08:13:31","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"ViZRSZgHgO","2019-04-09 08:15:47","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"H9slO7peYQ","2019-04-09 08:17:00","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"UklN37HTEb","2019-04-09 08:18:58","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"UW7H5617XQ","2019-04-09 08:20:45","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"qZEJLCY0eJ","2019-04-09 08:23:15","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"agTzP78vsb","2019-04-09 08:25:22","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"PEtRySn3VB","2019-04-09 08:27:40","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
